-1.027248859405517578e+00 -7.008436918258666992e-01 -1.136050581932067871e+00
-1.027248859405517578e+00 -7.008436918258666992e-01 -1.244852304458618164e+00
-1.027248859405517578e+00 -8.096454143524169922e-01 -1.244852304458618164e+00
-1.027248859405517578e+00 -8.096454143524169922e-01 -1.244852304458618164e+00
-1.027248859405517578e+00 -4.832402467727661133e-01 -1.027248859405517578e+00
-1.027248859405517578e+00 -5.920419692993164062e-01 -1.027248859405517578e+00
-1.027248859405517578e+00 -9.184471368789672852e-01 -1.244852304458618164e+00
-1.027248859405517578e+00 -9.184471368789672852e-01 -1.462455749511718750e+00
-1.027248859405517578e+00 -1.027248859405517578e+00 -1.462455749511718750e+00
-1.027248859405517578e+00 -1.136050581932067871e+00 -1.680059194564819336e+00
-1.027248859405517578e+00 -1.027248859405517578e+00 -1.353654026985168457e+00
-1.027248859405517578e+00 -9.184471368789672852e-01 -1.353654026985168457e+00
-1.027248859405517578e+00 -8.096454143524169922e-01 -1.244852304458618164e+00
-1.027248859405517578e+00 -9.184471368789672852e-01 -1.353654026985168457e+00
-1.027248859405517578e+00 -7.008436918258666992e-01 -1.027248859405517578e+00
-1.027248859405517578e+00 -4.832402467727661133e-01 -1.027248859405517578e+00
-1.027248859405517578e+00 -7.008436918258666992e-01 -1.027248859405517578e+00
-1.027248859405517578e+00 -9.184471368789672852e-01 -1.353654026985168457e+00
-1.027248859405517578e+00 -1.027248859405517578e+00 -1.462455749511718750e+00
-1.027248859405517578e+00 -1.027248859405517578e+00 -1.571257472038269043e+00
-1.027248859405517578e+00 -1.244852304458618164e+00 -1.680059194564819336e+00
-1.027248859405517578e+00 -1.244852304458618164e+00 -1.680059194564819336e+00
-1.027248859405517578e+00 -1.462455749511718750e+00 -1.788860917091369629e+00
-1.027248859405517578e+00 -1.571257472038269043e+00 -2.115266084671020508e+00
-9.184471368789672852e-01 -1.680059194564819336e+00 -2.006464481353759766e+00
-9.184471368789672852e-01 -1.897662639617919922e+00 -2.332869529724121094e+00
-9.184471368789672852e-01 -1.897662639617919922e+00 -2.441671133041381836e+00
-9.184471368789672852e-01 -2.006464481353759766e+00 -2.224067687988281250e+00
-9.184471368789672852e-01 -2.006464481353759766e+00 -2.550472974777221680e+00
